title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
CAT2024秋冬新款女装靴子p312085 P312086,,659,http://img.alicdn.com/img/bao/uploaded/i4/i1/3177449211/O1CN01CJBcNu2Huh9cL8uq9_!!3177449211.jpg,,女装,女装靴子,29436,,https://item.taobao.com/item.htm?id=836333810752,P0,03-13发布,'836333810752,659,,1
大码遮肚子小香风毛呢马甲两件套,,74.8,http://img.alicdn.com/img/bao/uploaded/i4/i3/4088602618/O1CN01AI7ziw1VD5tpn1Enu_!!4088602618.jpg,,女装,女装T恤,29438,,https://item.taobao.com/item.htm?id=843619686289,P0,03-13发布,'843619686289,74.8,,1
JTO修身通勤长袖灰衬衫男女款,,104,http://img.alicdn.com/img/bao/uploaded/i4/i2/2208883034220/O1CN01ou3fLM1h2oQEweQEI_!!4611686018427381868-0-item_pic.jpg,,女装,女装衬衫,29443,,https://item.taobao.com/item.htm?id=870059423758,P0,03-13发布,'870059423758,104,,1
进口精纺羊毛法兰绒长袖翻领衬衫,,599,http://img.alicdn.com/img/bao/uploaded/i4/i2/44750090/O1CN010RtjMC1CXGj521HWM_!!44750090.jpg,,女装,女装衬衫,29446,,https://item.taobao.com/item.htm?id=961308651261,P0,03-13发布,'961308651261,599,,1
冬天加厚休闲卫衣运动套装女秋冬显瘦针织运动服仿貂绒毛衣两件套,,1568,http://img.alicdn.com/img/bao/uploaded/i4/i4/3162441590/O1CN01AEumro1NcGSW2nz6n_!!0-item_pic.jpg,,女装,女装卫衣运动衣,29454,,https://item.taobao.com/item.htm?id=658436558684,P0,03-13发布,'658436558684,1568,,1
黑色高级感英伦厚底马丁靴女款2025新款夏季配裙子百搭软底短靴子,,94,http://img.alicdn.com/img/bao/uploaded/i4/i3/2217929658081/O1CN0107sujG29Z9htFcOf3_!!2217929658081.jpg,,女装,女装靴子,29457,,https://item.taobao.com/item.htm?id=988055091322,P0,03-13发布,'988055091322,94,,1
黑色M薄绒四面弹瑜伽裤常规版不支持退换,,125,http://img.alicdn.com/img/bao/uploaded/i4/i4/2645115089/O1CN01DEkYcO1nSogcsfQ2c_!!2645115089.jpg,,女装,女装长裤,29462,,https://item.taobao.com/item.htm?id=998879261990,P0,03-13发布,'998879261990,125,,1
特大码长袖职业白衬衫女休闲衬衣,,80.1,http://img.alicdn.com/img/bao/uploaded/i4/i3/4009031228/O1CN01A1O08W1KwTBFgQCNp_!!4009031228.jpg,,女装,女装衬衫,29464,,https://item.taobao.com/item.htm?id=702488801283,P0,03-13发布,'702488801283,80.1,,1
纯棉加绒工作服外套班服运动套装,,70,http://img.alicdn.com/img/bao/uploaded/i4/i2/1848031492/O1CN01RY7jDc1MtNbszKATr_!!1848031492.jpg,,女装,女装卫衣运动衣,29474,,https://item.taobao.com/item.htm?id=557785564771,P0,03-13发布,'557785564771,70,,1
无印良品 MUJI 女式 盘扣衬衫,,120,https://gw.alicdn.com/imgextra/O1CN01ph1rcK2GFe9uDiwdo_!!2038648986-0-picasso.jpg,,女装,女装衬衫,29479,,https://item.taobao.com/item.htm?id=861601286113,P0,03-13发布,'861601286113,120,,1
【自营】Adidas阿迪达斯卫衣新款女装时尚简约运动服连帽套头衫,,919,http://img.alicdn.com/img/bao/uploaded/i4/i2/2201222458473/O1CN01OO6Txd2CSgyhkcMrZ_!!2201222458473-0-scmitem1000.jpg,,女装,女装卫衣运动衣,29480,,https://item.taobao.com/item.htm?id=1004855111675,P0,03-13发布,'1004855111675,919,,1
佐丹奴可收腰立领工装口袋马甲,,111.4,http://img.alicdn.com/img/bao/uploaded/i4/i2/94008339/O1CN01EvNSbz2BTJuBnVn65_!!4611686018427384851-0-item_pic.jpg,,女装,女装背心,29485,,https://item.taobao.com/item.htm?id=957227357256,P0,03-13发布,'957227357256,111.4,,1
TeenieWeenie小熊牛仔衬衫,,352,http://img.alicdn.com/img/bao/uploaded/i4/i4/1771485843/O1CN01JZjsAI1t29KCDZ0PI-1771485843.jpg,,女装,女装衬衫,29497,,https://item.taobao.com/item.htm?id=850049399726,P0,03-13发布,'850049399726,352,,1
UR2025冬季新款女装简约松弛感亨利领短款修身长袖T恤UYB450013,,99,http://img.alicdn.com/img/bao/uploaded/i4/i4/2104668892/O1CN01oZl79P2FYavevM4r0_!!2104668892.jpg,,女装,女装T恤,29506,,https://item.taobao.com/item.htm?id=968107500655,P0,03-13发布,'968107500655,99,,1
运动套装加绒加厚卫衣卫裤两件套,,148.9,http://img.alicdn.com/img/bao/uploaded/i4/i2/2215500978471/O1CN01waA1vh2CRmBURTl3K_!!2215500978471.jpg,,女装,女装卫衣运动衣,29507,,https://item.taobao.com/item.htm?id=1003267089157,P0,03-13发布,'1003267089157,148.9,,1
【糯米裤】玖姿安娜蔻通勤时尚静奢老钱舒适针织显瘦微喇裤女冬季,,469,https://gw.alicdn.com/imgextra/O1CN01yxre2Q20Stlb7ZZii_!!760456849-0-yinheaigc.jpg,,女装,女装长裤,29510,,https://item.taobao.com/item.htm?id=828823665592,P0,03-13发布,'828823665592,469,,1
秋冬装立领仿水貂绒马甲衣女拉链外穿无袖针背心妈妈保暖坎肩马夹,,187,http://img.alicdn.com/img/bao/uploaded/i4/i1/397036413/O1CN01SVCTKZ1xFCyWsGSov_!!397036413.jpg,,女装,女装背心,29512,,https://item.taobao.com/item.htm?id=850185825446,P0,03-13发布,'850185825446,187,,1
无袖单排扣直筒牛仔连体裤,,69,http://img.alicdn.com/img/bao/uploaded/i4/i3/86736100/O1CN010M6ICj1uvr6kpQ9qh_!!86736100.jpg,,女装,女装连体裤,29514,,https://item.taobao.com/item.htm?id=996725794084,P0,03-13发布,'996725794084,69,,1
UR2025秋季新款女装休闲甜美荷叶边拼接系带T恤UYL450251,,160,http://img.alicdn.com/img/bao/uploaded/i4/i2/2104668892/O1CN01lim0Dy2FYave90djn_!!2104668892.jpg,,女装,女装T恤,29519,,https://item.taobao.com/item.htm?id=970477980211,P0,03-13发布,'970477980211,160,,1
时尚通勤连帽卫衣阔腿裤两件套,,351.9,http://img.alicdn.com/img/bao/uploaded/i4/i3/2206693317813/O1CN01vbOH5a27aPZiX5EDX_!!4611686018427387061-0-item_pic.jpg,,女装,女装卫衣运动衣,29521,,https://item.taobao.com/item.htm?id=1006346673796,P0,03-13发布,'1006346673796,351.9,,1
安可拉红纯棉大码半高领打底衫2025春秋女装新款显瘦T恤内搭上衣,,33.8,http://img.alicdn.com/img/bao/uploaded/i4/i1/142527110/O1CN01iy6YI322OR1yMNANf_!!142527110.jpg,,女装,女装T恤,29539,,https://item.taobao.com/item.htm?id=847881037950,P0,03-13发布,'847881037950,33.8,,1
内搭短款上衣夏季抹胸吊带背心,,26,http://img.alicdn.com/img/bao/uploaded/i4/i4/2400910919/O1CN01odFvD01Iewxb3wmZI_!!2400910919.jpg,,女装,女装背心,29547,,https://item.taobao.com/item.htm?id=641791827413,P0,03-13发布,'641791827413,26,,1
运动风立领卫衣外套女装休闲裤,,141.68,http://img.alicdn.com/img/bao/uploaded/i4/i1/885655107/O1CN01mBMP651nb3oae4nSP_!!885655107.jpg,,女装,女装卫衣运动衣,29553,,https://item.taobao.com/item.htm?id=996577999243,P0,03-13发布,'996577999243,141.68,,1
毛边马甲女款2025新款冬妈妈中式,,77.4,http://img.alicdn.com/img/bao/uploaded/i4/i4/81754823/O1CN01PKjNi11lUzEFmRAod_!!81754823.jpg,,女装,女装背心,29555,,https://item.taobao.com/item.htm?id=847431586316,P0,03-13发布,'847431586316,77.4,,1
A类冰棉女士细吊带薄款背心夏,,25,http://img.alicdn.com/img/bao/uploaded/i4/i1/51486753/O1CN01zQgGsQ1zkvgLqHUEf_!!51486753.jpg,,女装,女装背心,29570,,https://item.taobao.com/item.htm?id=913489224363,P0,03-13发布,'913489224363,25,,1
优衣库女装休闲拉链短茄克/外套巴恩风翻领时尚夹克 新款479208,,349,http://img.alicdn.com/img/bao/uploaded/i4/i2/196993935/O1CN01VfUdIt1ewHdE8C2HC_!!4611686018427380623-0-item_pic.jpg,,女装,女装外套,29571,,https://item.taobao.com/item.htm?id=932024040240,P0,03-13发布,'932024040240,349,,1
雅鹿90%绒子含量羽绒背心女内穿,,78,http://img.alicdn.com/img/bao/uploaded/i4/i3/2106955494/O1CN0149ETbY1qSJ4cNIw1G_!!2106955494.jpg,,女装,女装背心,29573,,https://item.taobao.com/item.htm?id=743201236741,P0,03-13发布,'743201236741,78,,1
短袖t恤女夏猫咪印花扎染不规则,,30.8,http://img.alicdn.com/img/bao/uploaded/i4/i2/1991586799/O1CN01jTXwjW205zvbfdF5e_!!1991586799.jpg,,女装,女装T恤,29577,,https://item.taobao.com/item.htm?id=957294673252,P0,03-13发布,'957294673252,30.8,,1
忠犬小八条纹别致百搭长袖衬衫女,,69.5,http://img.alicdn.com/img/bao/uploaded/i4/i4/52371042/O1CN01Fj3fTb1JZHgrx0hJK_!!52371042.jpg,,女装,女装外套,29580,,https://item.taobao.com/item.htm?id=834023357966,P0,03-13发布,'834023357966,69.5,,1
杭州四季青时尚气质欧货女鞋档口一手货源号实体拿货短靴靴子5592,,80,http://img.alicdn.com/img/bao/uploaded/i4/i4/3475257163/O1CN01Zjsrpy22mhwJ1FR9d_!!3475257163.jpg,,女装,女装靴子,29581,,https://item.taobao.com/item.htm?id=764346125830,P0,03-13发布,'764346125830,80,,1
JVV SISTER连帽卫衣休闲裤套装,,259,http://img.alicdn.com/img/bao/uploaded/i4/i1/680471997/O1CN01vznbfo1Qcg38wdbTX_!!680471997.jpg,,女装,女装睡衣,29585,,https://item.taobao.com/item.htm?id=993181435801,P0,03-13发布,'993181435801,259,,1
阿喜.粟简25-9903加绒加厚弯刀休闲裤长裤拖地裤宽松版型香蕉裤,,79,http://img.alicdn.com/img/bao/uploaded/i4/i1/681453877/O1CN01jheBG71eVieZG9Vnh_!!681453877.jpg,,女装,女装长裤,29590,,https://item.taobao.com/item.htm?id=997011821148,P0,03-13发布,'997011821148,79,,1
粉色休闲套装女连帽卫衣两件套,,155,http://img.alicdn.com/img/bao/uploaded/i4/i1/2467837112/O1CN011p0KgC22PLvVjWA2Y_!!2467837112.jpg,,女装,女装卫衣运动衣,29593,,https://item.taobao.com/item.htm?id=998117068544,P0,03-13发布,'998117068544,155,,1
卫衣内搭打底背心裙中长款,,19.98,http://img.alicdn.com/img/bao/uploaded/i4/i1/1871673402/O1CN01WzKYQV1b0AQBEXwmS_!!1871673402.jpg,,女装,女装背心,29606,,https://item.taobao.com/item.htm?id=849255925932,P0,03-13发布,'849255925932,19.98,,1
今年流行超好看洋气减龄上衣女装,,89,http://img.alicdn.com/img/bao/uploaded/i4/i4/2208787479521/O1CN01djkftA2KCg2tMxtWF_!!4611686018427386849-0-item_pic.jpg,,女装,女装衬衫,29614,,https://item.taobao.com/item.htm?id=992347934959,P0,03-13发布,'992347934959,89,,1
【限时运费险】小飞袖短款上衣女,,59,http://img.alicdn.com/img/bao/uploaded/i4/i2/2215270707554/O1CN01tziNIK25fmvJRbHNU_!!2215270707554.jpg,,女装,女装T恤,29622,,https://item.taobao.com/item.htm?id=901357267968,P0,03-13发布,'901357267968,59,,1
左边女装时尚运动套装2025秋冬新款刺绣印花加绒卫衣+束脚卫裤,,210,http://img.alicdn.com/img/bao/uploaded/i4/i4/76245157/O1CN01w4MAMw1nxxcZ0I06a_!!76245157.jpg,,女装,女装卫衣运动衣,29623,,https://item.taobao.com/item.htm?id=997861090641,P0,03-13发布,'997861090641,210,,1
云南大理旅游穿搭女装西部牛仔靴,,147,http://img.alicdn.com/img/bao/uploaded/i4/i2/2796745528/O1CN01kmZFKa1qhsUALO7ti_!!2796745528.jpg,,女装,女装靴子,29625,,https://item.taobao.com/item.htm?id=889324826917,P0,03-13发布,'889324826917,147,,1
小马刺绣白色长袖t恤女秋季大码,,29.88,http://img.alicdn.com/img/bao/uploaded/i4/i3/2543100702/O1CN01K2WG1T1H3Z8AAA68t_!!2543100702.jpg,,女装,女装T恤,29631,,https://item.taobao.com/item.htm?id=980665668381,P0,03-13发布,'980665668381,29.88,,1
限量版skims卡戴珊 原 Sheer Sculpt轻薄雕塑 猫型紧身连体长裤,,96,http://img.alicdn.com/img/bao/uploaded/i4/i2/287858540/O1CN01EbMDWr2CxNU5K0I9Q_!!287858540.jpg,,女装,女装连体裤,29636,,https://item.taobao.com/item.htm?id=964600233656,P0,03-13发布,'964600233656,96,,1
包邮 婵品牌新品清仓春夏装女装橙色休闲圆领运动吸汗背心 64199,,6,http://img.alicdn.com/img/bao/uploaded/i4/i3/55148390/O1CN019FMyP12BqflBxqlXu_!!55148390.jpg,,女装,女装背心,29637,,https://item.taobao.com/item.htm?id=679613381394,P0,03-13发布,'679613381394,6,,1
IEF爱依服34码黑色韩版英伦风加绒厚底短靴2025新款,,199,http://img.alicdn.com/img/bao/uploaded/i4/i1/2758940530/O1CN01Nfepdo1Fmn1ZH7CYN_!!2758940530.jpg,,女装,女装靴子,29638,,https://item.taobao.com/item.htm?id=1001498668726,P0,03-13发布,'1001498668726,199,,1
抓绒马夹优质女装摇粒绒,,58.7,http://img.alicdn.com/img/bao/uploaded/i4/i1/2212338859615/O1CN01s4ZaeW2Ktj2hGn3ls_!!2212338859615.jpg,,女装,女装背心,29640,,https://item.taobao.com/item.htm?id=734783157041,P0,03-13发布,'734783157041,58.7,,1
小虫时髦风进口植鞣牛皮骑士靴,,899,http://img.alicdn.com/img/bao/uploaded/i4/i2/12375520/O1CN01rAVwyg1qeDORR37V0_!!12375520.jpg,,女装,女装靴子,29641,,https://item.taobao.com/item.htm?id=998963336959,P0,03-13发布,'998963336959,899,,1
优衣库男装女装连帽拉链运动开衫,,149,http://img.alicdn.com/img/bao/uploaded/i4/i1/196993935/O1CN01Oquzaj1ewHdFGv8qX_!!4611686018427380623-0-item_pic.jpg,,女装,女装卫衣运动衣,29643,,https://item.taobao.com/item.htm?id=996806996951,P0,03-13发布,'996806996951,149,,1
新中式国风高档刺绣背心马甲女四季装新款民族风复古盘扣上衣,,96,http://img.alicdn.com/img/bao/uploaded/i4/i3/3604383064/O1CN01jMYMVN1YVMZAsJ5Iq_!!3604383064.jpg,,女装,女装背心,29645,,https://item.taobao.com/item.htm?id=864449612269,P0,03-13发布,'864449612269,96,,1
hanaunni韩国代购正品2025春季新款可爱卡通图案后空懒人平底拖鞋,,171,http://img.alicdn.com/img/bao/uploaded/i4/i1/75358975/O1CN01MnDc032GAbjkTDzD4_!!75358975.png,,女装,女装拖鞋平底鞋,29650,,https://item.taobao.com/item.htm?id=908813436575,P0,03-13发布,'908813436575,171,,1
直筒裤欧货杏色高腰九分法棍裤,,258,http://img.alicdn.com/img/bao/uploaded/i4/i3/1777636371/O1CN013hT3zl1wvyDACeepW_!!1777636371.jpg,,女装,女装牛仔裤,29654,,https://item.taobao.com/item.htm?id=738617142599,P0,03-13发布,'738617142599,258,,1
冬季女加绒加厚毛领卫衣运动套装,,174,http://img.alicdn.com/img/bao/uploaded/i4/i2/2467837112/O1CN01fSJDQA22PLvtGCr5i_!!2467837112.jpg,,女装,女装卫衣运动衣,29655,,https://item.taobao.com/item.htm?id=1006333045895,P0,03-13发布,'1006333045895,174,,1
茸茸吐司雪地靴女平底羊毛博肯鞋,,322,http://img.alicdn.com/img/bao/uploaded/i4/i4/838563661/O1CN01zbkTeP1cun0QPngCR_!!4611686018427385677-0-item_pic.jpg,,女装,女装拖鞋平底鞋,29656,,https://item.taobao.com/item.htm?id=851899579502,P0,03-13发布,'851899579502,322,,1
黑色镂空性感长袖连体上衣,,25.7,http://img.alicdn.com/img/bao/uploaded/i4/i3/1017247761/O1CN01Ul2h4o27CanviZhcg_!!1017247761.jpg,,女装,女装T恤,29659,,https://item.taobao.com/item.htm?id=775131358485,P0,03-13发布,'775131358485,25.7,,1
三福牛仔长裤2025新款冬季磨毛阔腿裤复古深色宽松裤子女装512304,,139.1,https://gw.alicdn.com/imgextra/O1CN01nssp1U2MTHe9KfNqL_!!397259828-0-picasso.jpg,,女装,女装牛仔裤,29660,,https://item.taobao.com/item.htm?id=981467625219,P0,03-13发布,'981467625219,139.1,,1
秋冬半高领加绒保暖长袖T恤大码女装胖mm洋气宽松显瘦打底衫上衣,,25.48,http://img.alicdn.com/img/bao/uploaded/i4/i4/2543100702/O1CN01gWjXM01H3Z3Qcsq9C_!!2543100702.jpg,,女装,女装T恤,29678,,https://item.taobao.com/item.htm?id=859745058731,P0,03-13发布,'859745058731,25.48,,1
加绒加厚运动套装连帽卫衣阔腿裤,,385,http://img.alicdn.com/img/bao/uploaded/i4/i2/245836327/O1CN01CKunzd1wbp1N4Dfzm_!!245836327.jpg,,女装,女装卫衣运动衣,29686,,https://item.taobao.com/item.htm?id=1006820356676,P0,03-13发布,'1006820356676,385,,1
清仓捡漏~夏季女装专柜剪标高档吊带上衣背心修身遮肉百搭上衣潮,,9.9,http://img.alicdn.com/img/bao/uploaded/i4/i2/2200581312233/O1CN01YxwGG51SMlTwdAsLr_!!2200581312233.jpg,,女装,女装背心,29692,,https://item.taobao.com/item.htm?id=944530816025,P0,03-13发布,'944530816025,9.9,,1
外穿内搭吊带背心女2025新款上衣,,121,http://img.alicdn.com/img/bao/uploaded/i4/i2/2153850723/O1CN01XV30XA1HDBQgsNPAf_!!4611686018427381603-0-item_pic.jpg,,女装,女装背心,29694,,https://item.taobao.com/item.htm?id=953603645167,P0,03-13发布,'953603645167,121,,1
免穿文胸女士BRA长袖T恤,,55,http://img.alicdn.com/img/bao/uploaded/i4/i3/51486753/O1CN01nPEpWg1zkvj3YBU6G_!!51486753.jpg,,女装,女装T恤,29697,,https://item.taobao.com/item.htm?id=981532229905,P0,03-13发布,'981532229905,55,,1
欧洲站2025冬季新款欧货休闲百搭显瘦厚底短靴女靴子马丁靴加绒,,479,http://img.alicdn.com/img/bao/uploaded/i4/i2/86431622/O1CN01JwM6IW1NqvWZLdpjT_!!86431622.jpg,,女装,女装靴子,29704,,https://item.taobao.com/item.htm?id=994883622226,P0,03-13发布,'994883622226,479,,1
Hollister系带亨利领长袖T恤,,147,http://img.alicdn.com/img/bao/uploaded/i4/i3/2091178755/O1CN01N2rmuB2EXqfWrzwhR_!!2091178755.jpg,,女装,女装T恤,29706,,https://item.taobao.com/item.htm?id=987684802230,P0,03-13发布,'987684802230,147,,1
UR秋季新款女装时尚高街质感撞色印花长袖开襟衬衫UWH230014,,69,http://img.alicdn.com/img/bao/uploaded/i4/i4/2872988597/O1CN01METPRS2DNU5cS7oDS_!!2872988597.jpg,,女装,女装衬衫,29709,,https://item.taobao.com/item.htm?id=736001844029,P0,03-13发布,'736001844029,69,,1
秋冬打底衫2025新款今年流行爆款,,78.3,http://img.alicdn.com/img/bao/uploaded/i4/i3/2153850723/O1CN01KAQATZ1HDBSXtoV9o_!!4611686018427381603-0-item_pic.jpg,,女装,女装T恤,29718,,https://item.taobao.com/item.htm?id=993462933157,P0,03-13发布,'993462933157,78.3,,1
长袖上衣t恤女中长款遮屁股秋冬,,77.4,http://img.alicdn.com/img/bao/uploaded/i4/i4/2207822911653/O1CN01W9LWom1O57g9JHxDp_!!0-item_pic.jpg,,女装,女装T恤,29722,,https://item.taobao.com/item.htm?id=825702842303,P0,03-13发布,'825702842303,77.4,,1
（151-200）精品百搭女士加绒牛仔裤默认瑕疵款介意,,16.99,http://img.alicdn.com/img/bao/uploaded/i4/i4/2217860004441/O1CN01tG4xLi1ig1xWW6qDf_!!2217860004441.jpg,,女装,女装牛仔裤,29725,,https://item.taobao.com/item.htm?id=883889749599,P0,03-13发布,'883889749599,16.99,,1
荞麦卡其色毛绒绒马甲外套女装外穿冬季别致加厚皮毛一体背心上衣,,85.98,http://img.alicdn.com/img/bao/uploaded/i4/i3/2170746564/O1CN01latJmN1yMMruJRJJs_!!2170746564.jpg,,女装,女装背心,29726,,https://item.taobao.com/item.htm?id=981316928112,P0,03-13发布,'981316928112,85.98,,1
毛衣女2025新款巨好看的冬季穿搭,,86.98,http://img.alicdn.com/img/bao/uploaded/i4/i3/2215197408483/O1CN01kXpGyv2CXGvuNEQzF_!!4611686018427387107-0-item_pic.jpg,,女装,Ifashion 女装,29728,,https://item.taobao.com/item.htm?id=996514687583,P0,03-13发布,'996514687583,86.98,,1
超火镰刀牛仔裤女复古弯刀裤子,,87.9,http://img.alicdn.com/img/bao/uploaded/i4/i3/2749793511/O1CN01O9euzw1bo5gk2wsgV_!!2749793511.jpg,,女装,女装牛仔裤,29730,,https://item.taobao.com/item.htm?id=989988067912,P0,03-13发布,'989988067912,87.9,,1
三福牛仔裤2025新款冬季修身显瘦磨毛微喇裤蓝色长裤子女装511426,,147.1,https://gw.alicdn.com/imgextra/O1CN01UGHreV2MTHe9bdKxu_!!397259828-0-picasso.jpg,,女装,女装牛仔裤,29731,,https://item.taobao.com/item.htm?id=980871061250,P0,03-13发布,'980871061250,147.1,,1
时尚休闲运动服套装女士2025秋季新款拼接卫衣设计感骑士肩两件套,,87.9,http://img.alicdn.com/img/bao/uploaded/i4/i2/1719632616/O1CN01AyVZXe1VCB8nUzF46_!!1719632616.jpg,,女装,女装卫衣运动衣,29737,,https://item.taobao.com/item.htm?id=885734750401,P0,03-13发布,'885734750401,87.9,,1
大码女装时尚气质白色翻领长袖衬衫2025秋季新款胖mm宽松显瘦上衣,,44.98,http://img.alicdn.com/img/bao/uploaded/i4/i2/2543100702/O1CN01XKeWfE1H3Z7aMqRfU_!!2543100702.jpg,,女装,女装衬衫,29741,,https://item.taobao.com/item.htm?id=966604008471,P0,03-13发布,'966604008471,44.98,,1
大码美式街头多排扣设计感牛仔裤男女2025新款宽松阔腿弯刀长裤潮,,84.1,"http://img.alicdn.com/img/bao/uploaded/i4/i3/2605294398/O1CN018dNUKg1iMKyCImDXT~crop,0,124,750,750~_!!2605294398.jpg",,女装,女装长裤,29769,,https://item.taobao.com/item.htm?id=951918912318,P0,03-13发布,'951918912318,84.1,,1
镇店之宝~漆皮尖头V扣斩男细跟高跟鞋女2025年春夏季后空包头凉鞋,,210,http://img.alicdn.com/img/bao/uploaded/i4/i3/1698024908/O1CN01obGSLM1m7uxCXXPfe_!!1698024908.jpg,,女装,女装高跟鞋,29770,,https://item.taobao.com/item.htm?id=937648504889,P0,03-13发布,'937648504889,210,,1
大码女装长袖T恤遮肉打底衫,,95,http://img.alicdn.com/img/bao/uploaded/i4/i3/87074513/O1CN01hSX8HL1jD0WQfaiBd_!!87074513.jpg,,女装,女装T恤,29774,,https://item.taobao.com/item.htm?id=956596855894,P0,03-13发布,'956596855894,95,,1
卓雅周末专柜正品女靴子P2480206,,869,http://img.alicdn.com/img/bao/uploaded/i4/i1/3321400809/O1CN01MIi1wL1HqZHPHxUgV_!!3321400809.jpg,,女装,女装靴子,29778,,https://item.taobao.com/item.htm?id=731602862245,P0,03-13发布,'731602862245,869,,1
恩P3680218-2180黑色35码靴子23年冬季新款专柜正品,,610,http://img.alicdn.com/img/bao/uploaded/i4/i2/1752208973/O1CN01DyRLuF2G9gl1rAkcb_!!1752208973.jpg,,女装,女装靴子,29779,,https://item.taobao.com/item.htm?id=743074162432,P0,03-13发布,'743074162432,610,,1
2025时髦高级感 裤型超好看,,139,http://img.alicdn.com/img/bao/uploaded/i4/i3/2808722843/O1CN01YMV6AC1Ws90XL19Hv_!!2808722843.jpg,,女装,女装短裤,29780,,https://item.taobao.com/item.htm?id=837417169983,P0,03-13发布,'837417169983,139,,1
长袖休闲打底衫莱赛尔棉竹纤维,,58,http://img.alicdn.com/img/bao/uploaded/i4/i3/51486753/O1CN01o0mqgu1zkvbzdwZSG_!!51486753.jpg,,女装,女装T恤,29782,,https://item.taobao.com/item.htm?id=818466758253,P0,03-13发布,'818466758253,58,,1
刺绣印花运动休闲加绒连帽卫衣女,,156,http://img.alicdn.com/img/bao/uploaded/i4/i1/2550895244/O1CN01RzGQgw1obo4elOOA5_!!2550895244.jpg,,女装,女装卫衣运动衣,29784,,https://item.taobao.com/item.htm?id=994690406588,P0,03-13发布,'994690406588,156,,1
夏季港风休闲遮肉显白百搭衬衫,,21,http://img.alicdn.com/img/bao/uploaded/i4/i1/2217661600195/O1CN01B9GSxQ1DJMHVMz5rD_!!2217661600195.jpg,,女装,女装衬衫,29785,,https://item.taobao.com/item.htm?id=912702409115,P0,03-13发布,'912702409115,21,,1
COS女装 标准版型拉毛羊绒背心,,1450,http://img.alicdn.com/img/bao/uploaded/i4/i1/4101595991/O1CN01Rnrybh1u7vugBAFyP_!!4611686018427380567-0-item_pic.jpg,,女装,女装背心,29787,,https://item.taobao.com/item.htm?id=965881469477,P0,03-13发布,'965881469477,1450,,1
内增高复古小短靴及裸靴靴子小个子瘦瘦,,202,http://img.alicdn.com/img/bao/uploaded/i4/i4/2206962894358/O1CN01Yxscnu1i419Ik1rul_!!2206962894358.jpg,,女装,女装靴子,29788,,https://item.taobao.com/item.htm?id=981827874416,P0,03-13发布,'981827874416,202,,1
美式拼色运动杠条圆领长袖卫衣女,,64.2,http://img.alicdn.com/img/bao/uploaded/i4/i2/2211954985423/O1CN01MG4Cfj1pvmx8l6T4s_!!2211954985423.jpg,,女装,女装卫衣运动衣,29796,,https://item.taobao.com/item.htm?id=974621516828,P0,03-13发布,'974621516828,64.2,,1
真维斯加绒牛仔裤女冬季,,79.1,http://img.alicdn.com/img/bao/uploaded/i4/i1/78098000/O1CN0136ISDf28y3XBMtzeA_!!78098000.png,,女装,女装牛仔裤,29797,,https://item.taobao.com/item.htm?id=852418661098,P0,03-13发布,'852418661098,79.1,,1
红袖缎面米白M翻领衬衫秋冬新款显瘦气质,,179,http://img.alicdn.com/img/bao/uploaded/i4/i1/708558593/O1CN01qyuw2C2DLeVRMwUgR_!!708558593.jpg,,女装,女装衬衫,29800,,https://item.taobao.com/item.htm?id=798437896111,P0,03-13发布,'798437896111,179,,1
黑色时尚炸街短袖五分,,52.7,http://img.alicdn.com/img/bao/uploaded/i4/i4/2081810928/O1CN013UyKBU1Ij4NeH1JgD_!!0-item_pic.jpg,,女装,女装T恤,29804,,https://item.taobao.com/item.htm?id=710396089639,P0,03-13发布,'710396089639,52.7,,1
大码伪娘高跟鞋男cos用品性感夜店细跟女装大佬反串漆皮cd变装鞋,,66.8,http://img.alicdn.com/img/bao/uploaded/i4/i1/TB1NGbJIFXXXXbJaXXXXXXXXXXX_!!0-item_pic.jpg,,女装,女装高跟鞋,29811,,https://item.taobao.com/item.htm?id=536844544656,P0,03-13发布,'536844544656,66.8,,1
连帽套头卫衣外套361°女装冬季,,92.07,http://img.alicdn.com/img/bao/uploaded/i4/i2/275033206/O1CN01yzZJpa1ZYOtkyPPqD_!!4611686018427382902-0-item_pic.jpg,,女装,女装睡衣,29824,,https://item.taobao.com/item.htm?id=737914182804,P0,03-13发布,'737914182804,92.07,,1
大码女装灰色圆领宽松长袖t恤秋,,31.58,http://img.alicdn.com/img/bao/uploaded/i4/i1/2543100702/O1CN01ORStHf1H3Z8WKc6pw_!!2543100702.jpg,,女装,女装T恤,29832,,https://item.taobao.com/item.htm?id=987392082584,P0,03-13发布,'987392082584,31.58,,1
新品针织背心GANNI圆领,,505,http://img.alicdn.com/img/bao/uploaded/i4/i2/2211631931410/O1CN01nCp1Sn1MHpZ1YEAtF_!!4611686018427379730-0-item_pic.jpg,,女装,女装背心,29840,,https://item.taobao.com/item.htm?id=731923022876,P0,03-13发布,'731923022876,505,,1
小个子150秋季运动裤子八九分xxs窄版阔腿直筒休闲裤拖地高腰卫裤,,58,http://img.alicdn.com/img/bao/uploaded/i4/i3/2594979642/O1CN01mwjhNf2L65lZCMkwD_!!2594979642.jpg,,女装,女装长裤,29843,,https://item.taobao.com/item.htm?id=751914225320,P0,03-13发布,'751914225320,58,,1
